target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
RPE1,WDR33+ctrl,K562,79,37,10691
RPE1,WDR61+ctrl,K562,98,39,10691
RPE1,WDTC1+ctrl,K562,107,44,10691
RPE1,XRCC5+ctrl,K562,77,38,10691
RPE1,YEATS2+ctrl,K562,233,48,10691
RPE1,YTHDC1+ctrl,K562,157,47,10691
RPE1,ZBTB17+ctrl,K562,158,48,10691
RPE1,ZC3H18+ctrl,K562,23,18,10691
RPE1,ZCRB1+ctrl,K562,141,46,10691
RPE1,ZFC3H1+ctrl,K562,105,41,10691
RPE1,ZMAT2+ctrl,K562,348,48,10691
RPE1,ZMAT5+ctrl,K562,98,41,10691
RPE1,ZNF236+ctrl,K562,85,40,10691
RPE1,ZNF574+ctrl,K562,266,47,10691
RPE1,AARS+ctrl,hepg2,51,33,4976
RPE1,ABCE1+ctrl,hepg2,23,21,4976
RPE1,ABCF1+ctrl,hepg2,64,41,4976
RPE1,ABT1+ctrl,hepg2,99,49,4976
RPE1,ACTB+ctrl,hepg2,40,25,4976
RPE1,ACTR6+ctrl,hepg2,51,33,4976
RPE1,AHCTF1+ctrl,hepg2,50,35,4976
RPE1,AKIRIN2+ctrl,hepg2,75,41,4976
RPE1,ALG13+ctrl,hepg2,30,23,4976
RPE1,ARGLU1+ctrl,hepg2,36,25,4976
RPE1,ARL2+ctrl,hepg2,74,40,4976
RPE1,ATP6V0B+ctrl,hepg2,51,32,4976
RPE1,ATP6V1A+ctrl,hepg2,43,31,4976
RPE1,ATR+ctrl,hepg2,96,45,4976
RPE1,ATRIP+ctrl,hepg2,40,30,4976
RPE1,BDP1+ctrl,hepg2,22,18,4976
RPE1,BRIX1+ctrl,hepg2,89,46,4976
RPE1,CCDC59+ctrl,hepg2,100,43,4976
RPE1,CCNH+ctrl,hepg2,92,44,4976
RPE1,CCT4+ctrl,hepg2,81,42,4976
RPE1,CCT7+ctrl,hepg2,107,49,4976
RPE1,CD3EAP+ctrl,hepg2,90,45,4976
RPE1,CDC123+ctrl,hepg2,44,32,4976
RPE1,CDC5L+ctrl,hepg2,25,17,4976
RPE1,CDC6+ctrl,hepg2,66,38,4976
RPE1,CDC73+ctrl,hepg2,54,34,4976
RPE1,CEP192+ctrl,hepg2,24,22,4976
RPE1,CHCHD4+ctrl,hepg2,60,34,4976
RPE1,CHD4+ctrl,hepg2,25,18,4976
RPE1,CHEK1+ctrl,hepg2,57,35,4976
RPE1,CMTR1+ctrl,hepg2,56,34,4976
RPE1,CNOT2+ctrl,hepg2,28,22,4976
RPE1,COPB1+ctrl,hepg2,19,16,4976
RPE1,COPS2+ctrl,hepg2,70,40,4976
RPE1,COPS4+ctrl,hepg2,58,37,4976
RPE1,COX11+ctrl,hepg2,89,45,4976
RPE1,CPSF1+ctrl,hepg2,58,36,4976
RPE1,CPSF3+ctrl,hepg2,189,51,4976
RPE1,CPSF4+ctrl,hepg2,63,36,4976
RPE1,CPSF6+ctrl,hepg2,34,24,4976
RPE1,CSE1L+ctrl,hepg2,219,55,4976
RPE1,CSNK2B+ctrl,hepg2,106,45,4976
RPE1,CSTF3+ctrl,hepg2,67,39,4976
RPE1,CUL2+ctrl,hepg2,70,39,4976
RPE1,CUL7+ctrl,hepg2,53,30,4976
RPE1,CWC15+ctrl,hepg2,42,28,4976
RPE1,CWF19L2+ctrl,hepg2,23,21,4976
RPE1,DARS+ctrl,hepg2,41,27,4976
RPE1,DDB1+ctrl,hepg2,64,36,4976
RPE1,DDX10+ctrl,hepg2,89,44,4976
RPE1,DDX23+ctrl,hepg2,148,53,4976
RPE1,DDX41+ctrl,hepg2,31,26,4976
RPE1,DDX46+ctrl,hepg2,89,44,4976
RPE1,DDX5+ctrl,hepg2,92,47,4976
RPE1,DDX52+ctrl,hepg2,92,39,4976
RPE1,DDX55+ctrl,hepg2,134,52,4976
RPE1,DENR+ctrl,hepg2,47,28,4976
RPE1,DHX16+ctrl,hepg2,68,41,4976
RPE1,DHX33+ctrl,hepg2,30,23,4976
RPE1,DHX36+ctrl,hepg2,39,29,4976
RPE1,DHX37+ctrl,hepg2,119,50,4976
RPE1,DKC1+ctrl,hepg2,39,24,4976
RPE1,DLD+ctrl,hepg2,98,49,4976
RPE1,DMAP1+ctrl,hepg2,24,18,4976
RPE1,DNAJC17+ctrl,hepg2,60,33,4976
RPE1,DNAJC8+ctrl,hepg2,78,39,4976
RPE1,DNMT1+ctrl,hepg2,80,40,4976
RPE1,DR1+ctrl,hepg2,23,19,4976
RPE1,DSN1+ctrl,hepg2,26,20,4976
RPE1,DTL+ctrl,hepg2,60,34,4976
RPE1,DYNC1H1+ctrl,hepg2,17,16,4976
RPE1,DYNC1I2+ctrl,hepg2,46,31,4976
RPE1,EBNA1BP2+ctrl,hepg2,52,33,4976
RPE1,ECD+ctrl,hepg2,33,25,4976
RPE1,EEF2+ctrl,hepg2,46,30,4976
RPE1,EIF1AX+ctrl,hepg2,67,39,4976
RPE1,EIF2B1+ctrl,hepg2,177,52,4976
RPE1,EIF2B5+ctrl,hepg2,111,45,4976
RPE1,EIF2S1+ctrl,hepg2,69,36,4976
RPE1,EIF2S2+ctrl,hepg2,62,40,4976
RPE1,EIF2S3+ctrl,hepg2,48,30,4976
RPE1,EIF3B+ctrl,hepg2,105,47,4976
RPE1,EIF3E+ctrl,hepg2,25,19,4976
RPE1,EIF3I+ctrl,hepg2,83,45,4976
RPE1,EIF3J+ctrl,hepg2,43,33,4976
RPE1,EIF4E+ctrl,hepg2,52,33,4976
RPE1,EIF4G2+ctrl,hepg2,45,33,4976
RPE1,EIF6+ctrl,hepg2,92,40,4976
RPE1,ERCC2+ctrl,hepg2,54,30,4976
RPE1,ETF1+ctrl,hepg2,72,43,4976
RPE1,EXOC7+ctrl,hepg2,65,39,4976
RPE1,EXOSC2+ctrl,hepg2,114,50,4976
RPE1,EXOSC3+ctrl,hepg2,82,39,4976
RPE1,EXOSC7+ctrl,hepg2,45,27,4976
RPE1,FAM136A+ctrl,hepg2,261,53,4976
RPE1,FAM32A+ctrl,hepg2,53,34,4976
RPE1,FARSA+ctrl,hepg2,45,27,4976
RPE1,FTSJ3+ctrl,hepg2,27,20,4976
RPE1,GARS+ctrl,hepg2,53,32,4976
RPE1,GFER+ctrl,hepg2,43,31,4976
RPE1,GFM1+ctrl,hepg2,717,55,4976
RPE1,GINS2+ctrl,hepg2,60,35,4976
RPE1,GLE1+ctrl,hepg2,97,48,4976
RPE1,GNL3+ctrl,hepg2,98,51,4976
RPE1,GPN3+ctrl,hepg2,80,39,4976
RPE1,GRSF1+ctrl,hepg2,61,31,4976
RPE1,GTF2E1+ctrl,hepg2,53,32,4976
RPE1,GTF2F2+ctrl,hepg2,73,39,4976
RPE1,HDAC7+ctrl,hepg2,44,31,4976
RPE1,HGS+ctrl,hepg2,42,28,4976
RPE1,HMGCS1+ctrl,hepg2,56,33,4976
RPE1,HNRNPH1+ctrl,hepg2,48,30,4976
RPE1,HSPA5+ctrl,hepg2,91,43,4976
RPE1,HSPA9+ctrl,hepg2,98,45,4976
RPE1,HSPE1+ctrl,hepg2,84,42,4976
RPE1,IARS+ctrl,hepg2,31,25,4976
RPE1,ICE1+ctrl,hepg2,43,28,4976
RPE1,IGBP1+ctrl,hepg2,48,29,4976
RPE1,ILF2+ctrl,hepg2,46,31,4976
RPE1,INO80B+ctrl,hepg2,44,30,4976
RPE1,INTS3+ctrl,hepg2,71,39,4976
RPE1,INTS4+ctrl,hepg2,60,34,4976
RPE1,INTS9+ctrl,hepg2,87,42,4976
RPE1,IPO9+ctrl,hepg2,42,27,4976
RPE1,ISCU+ctrl,hepg2,79,38,4976
RPE1,KANSL1+ctrl,hepg2,36,23,4976
RPE1,KAT8+ctrl,hepg2,30,25,4976
RPE1,KPNB1+ctrl,hepg2,46,32,4976
RPE1,KRI1+ctrl,hepg2,63,34,4976
RPE1,LAS1L+ctrl,hepg2,78,42,4976
RPE1,LETM1+ctrl,hepg2,69,40,4976
RPE1,LSG1+ctrl,hepg2,82,37,4976
RPE1,LSM3+ctrl,hepg2,29,19,4976
RPE1,LSM4+ctrl,hepg2,42,36,4976
RPE1,LSM5+ctrl,hepg2,86,39,4976
RPE1,LSM6+ctrl,hepg2,55,33,4976
RPE1,LSM7+ctrl,hepg2,62,36,4976
RPE1,MAD2L1+ctrl,hepg2,86,44,4976
RPE1,MARS+ctrl,hepg2,42,30,4976
RPE1,MAX+ctrl,hepg2,43,29,4976
RPE1,MCM2+ctrl,hepg2,40,31,4976
RPE1,MCM3+ctrl,hepg2,132,47,4976
RPE1,MCM3AP+ctrl,hepg2,56,37,4976
RPE1,MCM4+ctrl,hepg2,21,17,4976
RPE1,MCM6+ctrl,hepg2,123,47,4976
RPE1,MED11+ctrl,hepg2,86,36,4976
RPE1,MED19+ctrl,hepg2,110,47,4976
RPE1,MED29+ctrl,hepg2,36,24,4976
RPE1,MED4+ctrl,hepg2,130,47,4976
RPE1,MIOS+ctrl,hepg2,62,38,4976
RPE1,MNAT1+ctrl,hepg2,67,36,4976
RPE1,MPHOSPH10+ctrl,hepg2,79,40,4976
RPE1,MRGBP+ctrl,hepg2,110,48,4976
RPE1,MRPL36+ctrl,hepg2,397,55,4976
RPE1,MRPL38+ctrl,hepg2,50,37,4976
RPE1,MYBBP1A+ctrl,hepg2,64,39,4976
RPE1,MYBL2+ctrl,hepg2,129,46,4976
RPE1,NAA10+ctrl,hepg2,31,25,4976
RPE1,NAA20+ctrl,hepg2,37,29,4976
RPE1,NACA+ctrl,hepg2,44,30,4976
RPE1,NCBP2+ctrl,hepg2,17,15,4976
RPE1,NDUFA2+ctrl,hepg2,31,19,4976
RPE1,NELFA+ctrl,hepg2,43,32,4976
RPE1,NELFCD+ctrl,hepg2,49,32,4976
RPE1,NFRKB+ctrl,hepg2,67,37,4976
RPE1,NFS1+ctrl,hepg2,84,40,4976
RPE1,NOC3L+ctrl,hepg2,82,38,4976
RPE1,NOL11+ctrl,hepg2,53,37,4976
RPE1,NOL12+ctrl,hepg2,63,39,4976
RPE1,NOL8+ctrl,hepg2,120,50,4976
RPE1,NRBP1+ctrl,hepg2,45,32,4976
RPE1,NRDE2+ctrl,hepg2,51,32,4976
RPE1,NUBP1+ctrl,hepg2,27,21,4976
RPE1,NUP133+ctrl,hepg2,203,54,4976
RPE1,NUP160+ctrl,hepg2,55,34,4976
RPE1,NUP54+ctrl,hepg2,34,25,4976
RPE1,NUP85+ctrl,hepg2,133,52,4976
RPE1,NUTF2+ctrl,hepg2,80,43,4976
RPE1,OGFOD1+ctrl,hepg2,55,31,4976
RPE1,OPA1+ctrl,hepg2,39,26,4976
RPE1,ORC1+ctrl,hepg2,62,38,4976
RPE1,PABPN1+ctrl,hepg2,46,33,4976
RPE1,PAF1+ctrl,hepg2,32,25,4976
RPE1,PAM16+ctrl,hepg2,56,32,4976
RPE1,PAXBP1+ctrl,hepg2,77,37,4976
RPE1,PCID2+ctrl,hepg2,55,32,4976
RPE1,PDAP1+ctrl,hepg2,33,20,4976
RPE1,PDCD2+ctrl,hepg2,28,23,4976
RPE1,PDCD7+ctrl,hepg2,29,18,4976
RPE1,PDRG1+ctrl,hepg2,49,33,4976
RPE1,PELP1+ctrl,hepg2,81,42,4976
RPE1,PET117+ctrl,hepg2,49,37,4976
RPE1,PFDN2+ctrl,hepg2,44,31,4976
RPE1,PHAX+ctrl,hepg2,70,39,4976
RPE1,PHB2+ctrl,hepg2,49,29,4976
RPE1,PMPCB+ctrl,hepg2,106,49,4976
RPE1,PNN+ctrl,hepg2,141,52,4976
RPE1,POLA1+ctrl,hepg2,57,34,4976
RPE1,POLA2+ctrl,hepg2,25,20,4976
RPE1,POLD2+ctrl,hepg2,35,23,4976
RPE1,POLR2F+ctrl,hepg2,59,37,4976
RPE1,POLR2I+ctrl,hepg2,130,50,4976
RPE1,POLR3D+ctrl,hepg2,53,33,4976
RPE1,POLR3E+ctrl,hepg2,49,34,4976
RPE1,POLR3F+ctrl,hepg2,51,36,4976
RPE1,POLRMT+ctrl,hepg2,62,35,4976
RPE1,POP4+ctrl,hepg2,81,40,4976
RPE1,POP5+ctrl,hepg2,86,39,4976
RPE1,POP7+ctrl,hepg2,60,37,4976
RPE1,PPIH+ctrl,hepg2,29,21,4976
RPE1,PPIL4+ctrl,hepg2,24,20,4976
RPE1,PPP1R11+ctrl,hepg2,41,28,4976
RPE1,PPP1R8+ctrl,hepg2,68,41,4976
RPE1,PPP2R1A+ctrl,hepg2,152,52,4976
RPE1,PRIM2+ctrl,hepg2,34,25,4976
RPE1,PRMT1+ctrl,hepg2,23,16,4976
RPE1,PRMT5+ctrl,hepg2,76,37,4976
RPE1,PRPF18+ctrl,hepg2,47,31,4976
RPE1,PRRC2A+ctrl,hepg2,41,29,4976
RPE1,PSMA2+ctrl,hepg2,26,19,4976
RPE1,PSMA3+ctrl,hepg2,38,25,4976
RPE1,PSMA6+ctrl,hepg2,19,18,4976
RPE1,PSMB2+ctrl,hepg2,48,29,4976
RPE1,PSMB3+ctrl,hepg2,37,27,4976
RPE1,PSMB6+ctrl,hepg2,33,24,4976
RPE1,PSMC1+ctrl,hepg2,45,30,4976
RPE1,PSMC2+ctrl,hepg2,27,18,4976
RPE1,PSMC4+ctrl,hepg2,47,29,4976
RPE1,PSMD1+ctrl,hepg2,20,15,4976
RPE1,PSMD11+ctrl,hepg2,24,18,4976
RPE1,PSMD12+ctrl,hepg2,18,17,4976
RPE1,PSMD4+ctrl,hepg2,25,16,4976
RPE1,PSMD6+ctrl,hepg2,26,21,4976
RPE1,PTCD1+ctrl,hepg2,46,29,4976
RPE1,QARS+ctrl,hepg2,65,41,4976
RPE1,RABGGTA+ctrl,hepg2,240,53,4976
RPE1,RAN+ctrl,hepg2,56,33,4976
RPE1,RARS2+ctrl,hepg2,84,40,4976
RPE1,RBBP4+ctrl,hepg2,39,26,4976
RPE1,RBM17+ctrl,hepg2,32,25,4976
RPE1,RBM25+ctrl,hepg2,21,18,4976
RPE1,RBM39+ctrl,hepg2,50,32,4976
RPE1,RBM42+ctrl,hepg2,58,37,4976
RPE1,RBM48+ctrl,hepg2,51,33,4976
RPE1,RCL1+ctrl,hepg2,102,50,4976
RPE1,RFC2+ctrl,hepg2,50,29,4976
RPE1,RFC4+ctrl,hepg2,35,27,4976
RPE1,RFC5+ctrl,hepg2,48,31,4976
RPE1,RINT1+ctrl,hepg2,39,29,4976
RPE1,RNASEH2C+ctrl,hepg2,123,47,4976
RPE1,RNF113A+ctrl,hepg2,35,28,4976
RPE1,RNF20+ctrl,hepg2,25,22,4976
RPE1,RNMT+ctrl,hepg2,47,30,4976
RPE1,RNPS1+ctrl,hepg2,20,17,4976
RPE1,RPA1+ctrl,hepg2,34,25,4976
RPE1,RPAP1+ctrl,hepg2,53,31,4976
RPE1,RPL10+ctrl,hepg2,69,41,4976
RPE1,RPL11+ctrl,hepg2,35,24,4976
RPE1,RPL12+ctrl,hepg2,79,40,4976
RPE1,RPL14+ctrl,hepg2,57,31,4976
RPE1,RPL17+ctrl,hepg2,75,42,4976
RPE1,RPL18+ctrl,hepg2,77,38,4976
RPE1,RPL21+ctrl,hepg2,26,21,4976
RPE1,RPL23A+ctrl,hepg2,66,37,4976
RPE1,RPL26+ctrl,hepg2,81,40,4976
RPE1,RPL32+ctrl,hepg2,96,46,4976
RPE1,RPL34+ctrl,hepg2,42,28,4976
RPE1,RPL35+ctrl,hepg2,81,42,4976
RPE1,RPL35A+ctrl,hepg2,178,48,4976
RPE1,RPL37A+ctrl,hepg2,71,34,4976
RPE1,RPL38+ctrl,hepg2,36,28,4976
RPE1,RPL39+ctrl,hepg2,29,23,4976
RPE1,RPL4+ctrl,hepg2,92,42,4976
RPE1,RPL5+ctrl,hepg2,44,32,4976
RPE1,RPL7+ctrl,hepg2,112,46,4976
RPE1,RPL9+ctrl,hepg2,61,35,4976
RPE1,RPLP0+ctrl,hepg2,85,40,4976
RPE1,RPP30+ctrl,hepg2,77,39,4976
RPE1,RPS10+ctrl,hepg2,41,29,4976
RPE1,RPS15+ctrl,hepg2,55,31,4976
RPE1,RPS15A+ctrl,hepg2,33,25,4976
RPE1,RPS19BP1+ctrl,hepg2,61,40,4976
RPE1,RPS2+ctrl,hepg2,82,41,4976
RPE1,RPS20+ctrl,hepg2,44,27,4976
RPE1,RPS24+ctrl,hepg2,61,38,4976
RPE1,RPS27+ctrl,hepg2,91,47,4976
RPE1,RPS27A+ctrl,hepg2,109,46,4976
RPE1,RPS29+ctrl,hepg2,59,34,4976
RPE1,RPS3+ctrl,hepg2,45,37,4976
RPE1,RPS3A+ctrl,hepg2,52,32,4976
RPE1,RPS6+ctrl,hepg2,63,40,4976
RPE1,RPTOR+ctrl,hepg2,25,20,4976
RPE1,RRN3+ctrl,hepg2,67,36,4976
RPE1,RRP12+ctrl,hepg2,66,39,4976
RPE1,RSL1D1+ctrl,hepg2,116,46,4976
RPE1,RTF1+ctrl,hepg2,22,16,4976
RPE1,RUVBL1+ctrl,hepg2,43,30,4976
RPE1,SAMM50+ctrl,hepg2,25,20,4976
RPE1,SARS2+ctrl,hepg2,35,27,4976
RPE1,SART3+ctrl,hepg2,337,54,4976
RPE1,SBNO1+ctrl,hepg2,45,29,4976
RPE1,SCAF1+ctrl,hepg2,79,37,4976
RPE1,SCFD1+ctrl,hepg2,46,29,4976
RPE1,SDAD1+ctrl,hepg2,66,39,4976
RPE1,SDC1+ctrl,hepg2,59,36,4976
RPE1,SDHC+ctrl,hepg2,34,25,4976
RPE1,SETD1A+ctrl,hepg2,78,38,4976
RPE1,SETDB1+ctrl,hepg2,62,37,4976
RPE1,SF1+ctrl,hepg2,27,23,4976
RPE1,SF3A2+ctrl,hepg2,96,47,4976
RPE1,SF3B5+ctrl,hepg2,94,45,4976
RPE1,SFPQ+ctrl,hepg2,52,29,4976
RPE1,SFSWAP+ctrl,hepg2,25,23,4976
RPE1,SKA3+ctrl,hepg2,57,33,4976
RPE1,SLBP+ctrl,hepg2,43,27,4976
RPE1,SLC39A9+ctrl,hepg2,45,29,4976
RPE1,SLC7A6OS+ctrl,hepg2,47,32,4976
RPE1,SLU7+ctrl,hepg2,290,56,4976
RPE1,SMC1A+ctrl,hepg2,69,36,4976
RPE1,SMC4+ctrl,hepg2,26,22,4976
RPE1,SMG5+ctrl,hepg2,153,52,4976
RPE1,SMN2+ctrl,hepg2,446,56,4976
RPE1,SNAPC1+ctrl,hepg2,27,21,4976
RPE1,SNIP1+ctrl,hepg2,34,25,4976
RPE1,SNRNP200+ctrl,hepg2,92,45,4976
RPE1,SNRNP70+ctrl,hepg2,57,36,4976
RPE1,SNRPB+ctrl,hepg2,37,26,4976
RPE1,SNRPC+ctrl,hepg2,100,45,4976
RPE1,SNRPD1+ctrl,hepg2,29,21,4976
RPE1,SNRPD3+ctrl,hepg2,36,24,4976
RPE1,SNRPF+ctrl,hepg2,28,20,4976
RPE1,SPCS3+ctrl,hepg2,41,24,4976
RPE1,SRBD1+ctrl,hepg2,136,49,4976
RPE1,SRRM1+ctrl,hepg2,35,26,4976
RPE1,SRRM2+ctrl,hepg2,27,22,4976
RPE1,SRSF1+ctrl,hepg2,30,24,4976
RPE1,SRSF7+ctrl,hepg2,52,33,4976
RPE1,SSU72+ctrl,hepg2,178,52,4976
RPE1,STRAP+ctrl,hepg2,42,32,4976
RPE1,SUGP1+ctrl,hepg2,29,21,4976
RPE1,SUPT16H+ctrl,hepg2,40,30,4976
RPE1,SURF6+ctrl,hepg2,63,37,4976
RPE1,TADA3+ctrl,hepg2,33,27,4976
RPE1,TAF10+ctrl,hepg2,47,29,4976
RPE1,TAF6+ctrl,hepg2,44,29,4976
RPE1,TAF7+ctrl,hepg2,44,33,4976
RPE1,TBCB+ctrl,hepg2,43,30,4976
RPE1,TCERG1+ctrl,hepg2,33,22,4976
RPE1,TCOF1+ctrl,hepg2,114,46,4976
RPE1,TERF2+ctrl,hepg2,72,36,4976
RPE1,THAP11+ctrl,hepg2,83,42,4976
RPE1,THOC7+ctrl,hepg2,201,53,4976
RPE1,TIMM13+ctrl,hepg2,66,37,4976
RPE1,TIMM23B+ctrl,hepg2,260,52,4976
RPE1,TIMM44+ctrl,hepg2,44,29,4976
RPE1,TIMM9+ctrl,hepg2,31,21,4976
RPE1,TMX2+ctrl,hepg2,68,33,4976
RPE1,TOMM22+ctrl,hepg2,66,36,4976
RPE1,TOP1+ctrl,hepg2,29,21,4976
RPE1,TPR+ctrl,hepg2,65,38,4976
RPE1,TPX2+ctrl,hepg2,95,43,4976
RPE1,TRA2B+ctrl,hepg2,28,23,4976
RPE1,TRMT112+ctrl,hepg2,60,32,4976
RPE1,TRMT5+ctrl,hepg2,37,25,4976
RPE1,TSEN2+ctrl,hepg2,56,32,4976
RPE1,TSR1+ctrl,hepg2,150,52,4976
RPE1,TTI1+ctrl,hepg2,37,27,4976
RPE1,TTK+ctrl,hepg2,72,39,4976
RPE1,TUBGCP2+ctrl,hepg2,57,33,4976
RPE1,U2SURP+ctrl,hepg2,52,33,4976
RPE1,UBA1+ctrl,hepg2,34,26,4976
RPE1,UBA52+ctrl,hepg2,78,41,4976
RPE1,UBAP1+ctrl,hepg2,36,24,4976
RPE1,UBL5+ctrl,hepg2,78,43,4976
RPE1,UBQLN4+ctrl,hepg2,69,37,4976
RPE1,UFM1+ctrl,hepg2,32,28,4976
RPE1,UPF1+ctrl,hepg2,32,23,4976
RPE1,UPF2+ctrl,hepg2,34,27,4976
RPE1,USP39+ctrl,hepg2,59,35,4976
RPE1,UTP20+ctrl,hepg2,83,43,4976
RPE1,UTP23+ctrl,hepg2,88,46,4976
RPE1,UXT+ctrl,hepg2,42,31,4976
RPE1,WAC+ctrl,hepg2,24,22,4976
RPE1,WBP11+ctrl,hepg2,39,26,4976
RPE1,WDHD1+ctrl,hepg2,55,32,4976
RPE1,WDR12+ctrl,hepg2,108,49,4976
RPE1,WDR33+ctrl,hepg2,46,34,4976
RPE1,XRCC5+ctrl,hepg2,40,26,4976
RPE1,YEATS2+ctrl,hepg2,41,29,4976
RPE1,YTHDC1+ctrl,hepg2,49,32,4976
RPE1,ZBTB17+ctrl,hepg2,126,49,4976
RPE1,ZCRB1+ctrl,hepg2,33,25,4976
RPE1,ZFC3H1+ctrl,hepg2,35,26,4976
RPE1,ZMAT2+ctrl,hepg2,146,53,4976
RPE1,ZMAT5+ctrl,hepg2,29,23,4976
RPE1,ZNF236+ctrl,hepg2,196,52,4976
RPE1,ZNF574+ctrl,hepg2,62,39,4976
RPE1,AARS+ctrl,jurkat,54,35,12013
RPE1,ABCE1+ctrl,jurkat,41,27,12013
RPE1,ABCF1+ctrl,jurkat,93,45,12013
RPE1,ABT1+ctrl,jurkat,152,51,12013
RPE1,ACTB+ctrl,jurkat,128,48,12013
RPE1,ACTR6+ctrl,jurkat,100,46,12013
RPE1,AHCTF1+ctrl,jurkat,23,18,12013
RPE1,AKIRIN2+ctrl,jurkat,63,38,12013
RPE1,ALDOA+ctrl,jurkat,75,44,12013
RPE1,ALG13+ctrl,jurkat,98,45,12013
RPE1,ARGLU1+ctrl,jurkat,54,35,12013
RPE1,ARL2+ctrl,jurkat,39,26,12013
RPE1,ATP6V0B+ctrl,jurkat,27,21,12013
RPE1,ATP6V1A+ctrl,jurkat,26,21,12013
RPE1,ATR+ctrl,jurkat,119,51,12013
RPE1,ATRIP+ctrl,jurkat,52,37,12013
RPE1,BDP1+ctrl,jurkat,52,31,12013
RPE1,BNIP1+ctrl,jurkat,109,47,12013
RPE1,BRIX1+ctrl,jurkat,126,49,12013
RPE1,CCDC59+ctrl,jurkat,187,53,12013
RPE1,CCDC84+ctrl,jurkat,55,35,12013
RPE1,CCNH+ctrl,jurkat,216,51,12013
RPE1,CCT4+ctrl,jurkat,46,31,12013
RPE1,CCT7+ctrl,jurkat,31,25,12013
RPE1,CD3EAP+ctrl,jurkat,170,49,12013
RPE1,CDC123+ctrl,jurkat,39,28,12013
RPE1,CDC5L+ctrl,jurkat,21,20,12013
RPE1,CDC73+ctrl,jurkat,22,19,12013
RPE1,CENPK+ctrl,jurkat,27,21,12013
RPE1,CEP192+ctrl,jurkat,29,24,12013
RPE1,CHCHD4+ctrl,jurkat,158,49,12013
RPE1,CHD4+ctrl,jurkat,69,39,12013
RPE1,CHEK1+ctrl,jurkat,21,20,12013
RPE1,CINP+ctrl,jurkat,61,35,12013
RPE1,CLNS1A+ctrl,jurkat,56,33,12013
RPE1,CLP1+ctrl,jurkat,25,19,12013
RPE1,CMTR1+ctrl,jurkat,86,44,12013
RPE1,CNOT2+ctrl,jurkat,151,54,12013
RPE1,CNOT3+ctrl,jurkat,154,53,12013
RPE1,COPS2+ctrl,jurkat,55,32,12013
RPE1,COPS4+ctrl,jurkat,73,43,12013
RPE1,COX11+ctrl,jurkat,242,54,12013
RPE1,CPSF1+ctrl,jurkat,121,48,12013
RPE1,CPSF3+ctrl,jurkat,337,55,12013
RPE1,CPSF4+ctrl,jurkat,108,48,12013
RPE1,CPSF6+ctrl,jurkat,47,34,12013
RPE1,CSE1L+ctrl,jurkat,36,27,12013
RPE1,CSNK2B+ctrl,jurkat,121,49,12013
RPE1,CSTF3+ctrl,jurkat,49,34,12013
RPE1,CUL2+ctrl,jurkat,102,42,12013
RPE1,CWC15+ctrl,jurkat,28,18,12013
RPE1,CWF19L2+ctrl,jurkat,102,43,12013
RPE1,CXXC1+ctrl,jurkat,149,49,12013
RPE1,DAD1+ctrl,jurkat,72,38,12013
RPE1,DARS+ctrl,jurkat,30,26,12013
RPE1,DDB1+ctrl,jurkat,80,42,12013
RPE1,DDX10+ctrl,jurkat,124,48,12013
RPE1,DDX23+ctrl,jurkat,51,35,12013
RPE1,DDX46+ctrl,jurkat,113,44,12013
RPE1,DDX5+ctrl,jurkat,149,52,12013
RPE1,DDX52+ctrl,jurkat,213,54,12013
RPE1,DDX55+ctrl,jurkat,385,55,12013
RPE1,DDX59+ctrl,jurkat,44,31,12013
RPE1,DENR+ctrl,jurkat,52,33,12013
RPE1,DHX16+ctrl,jurkat,81,45,12013
RPE1,DHX33+ctrl,jurkat,113,45,12013
RPE1,DHX36+ctrl,jurkat,106,46,12013
RPE1,DHX37+ctrl,jurkat,131,48,12013
RPE1,DKC1+ctrl,jurkat,91,40,12013
RPE1,DLD+ctrl,jurkat,47,31,12013
RPE1,DMAP1+ctrl,jurkat,33,24,12013
RPE1,DNAJC17+ctrl,jurkat,79,40,12013
RPE1,DNAJC8+ctrl,jurkat,124,53,12013
RPE1,DNMT1+ctrl,jurkat,155,51,12013
RPE1,DR1+ctrl,jurkat,55,38,12013
RPE1,DTL+ctrl,jurkat,25,18,12013
RPE1,DUT+ctrl,jurkat,31,22,12013
RPE1,DYNC1H1+ctrl,jurkat,15,13,12013
RPE1,DYNC1I2+ctrl,jurkat,39,28,12013
RPE1,EBNA1BP2+ctrl,jurkat,36,24,12013
RPE1,EEF2+ctrl,jurkat,98,47,12013
RPE1,EIF2B1+ctrl,jurkat,249,53,12013
RPE1,EIF2B5+ctrl,jurkat,126,48,12013
RPE1,EIF2S1+ctrl,jurkat,28,21,12013
RPE1,EIF2S2+ctrl,jurkat,25,22,12013
RPE1,EIF2S3+ctrl,jurkat,24,19,12013
RPE1,EIF3B+ctrl,jurkat,124,50,12013
RPE1,EIF3D+ctrl,jurkat,48,31,12013
RPE1,EIF3E+ctrl,jurkat,33,24,12013
RPE1,EIF3I+ctrl,jurkat,61,34,12013
RPE1,EIF3J+ctrl,jurkat,82,41,12013
RPE1,EIF3M+ctrl,jurkat,90,41,12013
RPE1,EIF4E+ctrl,jurkat,53,33,12013
RPE1,EIF4G2+ctrl,jurkat,109,50,12013
