task_id,target,condition,n_source_contexts,n_source_cells,weight_sum,target_perturbed_expression_rows_opened
jurkat::RBBP4+ctrl,jurkat,RBBP4+ctrl,3,152,152,0
jurkat::RBM8A+ctrl,jurkat,RBM8A+ctrl,2,30,30,0
jurkat::RBM25+ctrl,jurkat,RBM25+ctrl,3,106,106,0
jurkat::RBM28+ctrl,jurkat,RBM28+ctrl,2,127,127,0
jurkat::RBM42+ctrl,jurkat,RBM42+ctrl,3,172,172,0
jurkat::RBM48+ctrl,jurkat,RBM48+ctrl,3,139,139,0
jurkat::RCL1+ctrl,jurkat,RCL1+ctrl,3,244,244,0
jurkat::RFC2+ctrl,jurkat,RFC2+ctrl,3,212,212,0
jurkat::RFC4+ctrl,jurkat,RFC4+ctrl,3,128,128,0
jurkat::RINT1+ctrl,jurkat,RINT1+ctrl,3,254,254,0
jurkat::RIOK2+ctrl,jurkat,RIOK2+ctrl,2,185,185,0
jurkat::RNASEH2C+ctrl,jurkat,RNASEH2C+ctrl,3,341,341,0
jurkat::RNF20+ctrl,jurkat,RNF20+ctrl,3,290,290,0
jurkat::RNF113A+ctrl,jurkat,RNF113A+ctrl,3,264,264,0
jurkat::RNMT+ctrl,jurkat,RNMT+ctrl,3,222,222,0
jurkat::RNPS1+ctrl,jurkat,RNPS1+ctrl,3,98,98,0
jurkat::RPAP1+ctrl,jurkat,RPAP1+ctrl,3,178,178,0
jurkat::RPL4+ctrl,jurkat,RPL4+ctrl,3,409,409,0
jurkat::RPL5+ctrl,jurkat,RPL5+ctrl,3,255,255,0
jurkat::RPL7+ctrl,jurkat,RPL7+ctrl,3,466,466,0
jurkat::RPL9+ctrl,jurkat,RPL9+ctrl,3,283,283,0
jurkat::RPL10+ctrl,jurkat,RPL10+ctrl,3,355,355,0
jurkat::RPL11+ctrl,jurkat,RPL11+ctrl,3,407,407,0
jurkat::RPL12+ctrl,jurkat,RPL12+ctrl,3,337,337,0
jurkat::RPL14+ctrl,jurkat,RPL14+ctrl,3,288,288,0
jurkat::RPL17+ctrl,jurkat,RPL17+ctrl,3,268,268,0
jurkat::RPL18+ctrl,jurkat,RPL18+ctrl,3,362,362,0
jurkat::RPL19+ctrl,jurkat,RPL19+ctrl,2,251,251,0
jurkat::RPL21+ctrl,jurkat,RPL21+ctrl,3,267,267,0
jurkat::RPL23A+ctrl,jurkat,RPL23A+ctrl,3,193,193,0
jurkat::RPL26+ctrl,jurkat,RPL26+ctrl,3,324,324,0
jurkat::RPL32+ctrl,jurkat,RPL32+ctrl,3,318,318,0
jurkat::RPL34+ctrl,jurkat,RPL34+ctrl,3,322,322,0
jurkat::RPL35+ctrl,jurkat,RPL35+ctrl,3,183,183,0
jurkat::RPL35A+ctrl,jurkat,RPL35A+ctrl,3,371,371,0
jurkat::RPL37A+ctrl,jurkat,RPL37A+ctrl,3,434,434,0
jurkat::RPL38+ctrl,jurkat,RPL38+ctrl,3,232,232,0
jurkat::RPL39+ctrl,jurkat,RPL39+ctrl,3,100,100,0
jurkat::RPLP0+ctrl,jurkat,RPLP0+ctrl,3,317,317,0
jurkat::RPLP1+ctrl,jurkat,RPLP1+ctrl,1,96,96,0
jurkat::RPP30+ctrl,jurkat,RPP30+ctrl,3,210,210,0
jurkat::RPP38+ctrl,jurkat,RPP38+ctrl,1,49,49,0
jurkat::RPS2+ctrl,jurkat,RPS2+ctrl,3,182,182,0
jurkat::RPS3+ctrl,jurkat,RPS3+ctrl,3,339,339,0
jurkat::RPS3A+ctrl,jurkat,RPS3A+ctrl,3,208,208,0
jurkat::RPS4X+ctrl,jurkat,RPS4X+ctrl,2,222,222,0
jurkat::RPS6+ctrl,jurkat,RPS6+ctrl,3,277,277,0
jurkat::RPS10+ctrl,jurkat,RPS10+ctrl,3,151,151,0
jurkat::RPS11+ctrl,jurkat,RPS11+ctrl,2,272,272,0
jurkat::RPS15+ctrl,jurkat,RPS15+ctrl,3,113,113,0
jurkat::RPS15A+ctrl,jurkat,RPS15A+ctrl,3,316,316,0
jurkat::RPS19BP1+ctrl,jurkat,RPS19BP1+ctrl,3,136,136,0
jurkat::RPS20+ctrl,jurkat,RPS20+ctrl,3,252,252,0
jurkat::RPS24+ctrl,jurkat,RPS24+ctrl,3,306,306,0
jurkat::RPS27+ctrl,jurkat,RPS27+ctrl,3,307,307,0
jurkat::RPS27A+ctrl,jurkat,RPS27A+ctrl,3,262,262,0
jurkat::RPS28+ctrl,jurkat,RPS28+ctrl,2,293,293,0
jurkat::RPS29+ctrl,jurkat,RPS29+ctrl,3,311,311,0
jurkat::RPSA+ctrl,jurkat,RPSA+ctrl,2,227,227,0
jurkat::RPTOR+ctrl,jurkat,RPTOR+ctrl,3,136,136,0
jurkat::RRN3+ctrl,jurkat,RRN3+ctrl,3,147,147,0
jurkat::RRP1+ctrl,jurkat,RRP1+ctrl,2,113,113,0
jurkat::RRP7A+ctrl,jurkat,RRP7A+ctrl,2,107,107,0
jurkat::RRP12+ctrl,jurkat,RRP12+ctrl,3,285,285,0
jurkat::RSL1D1+ctrl,jurkat,RSL1D1+ctrl,3,315,315,0
jurkat::RSL24D1+ctrl,jurkat,RSL24D1+ctrl,2,153,153,0
jurkat::RTF1+ctrl,jurkat,RTF1+ctrl,3,119,119,0
jurkat::RUVBL1+ctrl,jurkat,RUVBL1+ctrl,3,317,317,0
jurkat::SAMM50+ctrl,jurkat,SAMM50+ctrl,3,162,162,0
jurkat::SAP18+ctrl,jurkat,SAP18+ctrl,2,70,70,0
jurkat::SARS2+ctrl,jurkat,SARS2+ctrl,3,293,293,0
jurkat::SART3+ctrl,jurkat,SART3+ctrl,3,712,712,0
jurkat::SBNO1+ctrl,jurkat,SBNO1+ctrl,3,328,328,0
jurkat::SCAF1+ctrl,jurkat,SCAF1+ctrl,3,299,299,0
jurkat::SDAD1+ctrl,jurkat,SDAD1+ctrl,3,312,312,0
jurkat::SDE2+ctrl,jurkat,SDE2+ctrl,2,187,187,0
jurkat::SDHC+ctrl,jurkat,SDHC+ctrl,3,172,172,0
jurkat::SEC61A1+ctrl,jurkat,SEC61A1+ctrl,2,209,209,0
jurkat::SEC61G+ctrl,jurkat,SEC61G+ctrl,2,144,144,0
jurkat::SETD1A+ctrl,jurkat,SETD1A+ctrl,3,216,216,0
jurkat::SETDB1+ctrl,jurkat,SETDB1+ctrl,3,306,306,0
jurkat::SF3A2+ctrl,jurkat,SF3A2+ctrl,3,468,468,0
jurkat::SFSWAP+ctrl,jurkat,SFSWAP+ctrl,3,199,199,0
jurkat::SLBP+ctrl,jurkat,SLBP+ctrl,3,141,141,0
jurkat::SLC7A6OS+ctrl,jurkat,SLC7A6OS+ctrl,3,189,189,0
jurkat::SLC39A9+ctrl,jurkat,SLC39A9+ctrl,3,884,884,0
jurkat::SLU7+ctrl,jurkat,SLU7+ctrl,3,557,557,0
jurkat::SMC1A+ctrl,jurkat,SMC1A+ctrl,3,313,313,0
jurkat::SMG5+ctrl,jurkat,SMG5+ctrl,3,697,697,0
jurkat::SNAPC1+ctrl,jurkat,SNAPC1+ctrl,3,171,171,0
jurkat::SNIP1+ctrl,jurkat,SNIP1+ctrl,3,123,123,0
jurkat::SNRNP200+ctrl,jurkat,SNRNP200+ctrl,3,279,279,0
jurkat::SNRPB+ctrl,jurkat,SNRPB+ctrl,3,195,195,0
jurkat::SNRPC+ctrl,jurkat,SNRPC+ctrl,3,224,224,0
jurkat::SNRPD1+ctrl,jurkat,SNRPD1+ctrl,3,184,184,0
jurkat::SNRPD3+ctrl,jurkat,SNRPD3+ctrl,3,190,190,0
jurkat::SNRPF+ctrl,jurkat,SNRPF+ctrl,3,154,154,0
jurkat::SPCS3+ctrl,jurkat,SPCS3+ctrl,3,284,284,0
jurkat::SRRM1+ctrl,jurkat,SRRM1+ctrl,3,224,224,0
jurkat::SRRM2+ctrl,jurkat,SRRM2+ctrl,3,229,229,0
jurkat::SRSF1+ctrl,jurkat,SRSF1+ctrl,3,174,174,0
jurkat::SRSF10+ctrl,jurkat,SRSF10+ctrl,2,231,231,0
jurkat::SSBP1+ctrl,jurkat,SSBP1+ctrl,1,115,115,0
jurkat::SSU72+ctrl,jurkat,SSU72+ctrl,3,459,459,0
jurkat::STRAP+ctrl,jurkat,STRAP+ctrl,3,199,199,0
jurkat::SUGP1+ctrl,jurkat,SUGP1+ctrl,3,202,202,0
jurkat::SUPT5H+ctrl,jurkat,SUPT5H+ctrl,2,396,396,0
jurkat::SUPT16H+ctrl,jurkat,SUPT16H+ctrl,3,148,148,0
jurkat::SUPV3L1+ctrl,jurkat,SUPV3L1+ctrl,2,99,99,0
jurkat::SURF6+ctrl,jurkat,SURF6+ctrl,3,209,209,0
jurkat::TADA3+ctrl,jurkat,TADA3+ctrl,3,232,232,0
jurkat::TAF1C+ctrl,jurkat,TAF1C+ctrl,2,168,168,0
jurkat::TAF6+ctrl,jurkat,TAF6+ctrl,3,230,230,0
jurkat::TAF7+ctrl,jurkat,TAF7+ctrl,3,166,166,0
jurkat::TAF10+ctrl,jurkat,TAF10+ctrl,3,108,108,0
jurkat::TBCB+ctrl,jurkat,TBCB+ctrl,3,177,177,0
jurkat::TBL3+ctrl,jurkat,TBL3+ctrl,1,70,70,0
jurkat::TCERG1+ctrl,jurkat,TCERG1+ctrl,3,186,186,0
jurkat::TCOF1+ctrl,jurkat,TCOF1+ctrl,3,232,232,0
jurkat::TELO2+ctrl,jurkat,TELO2+ctrl,2,120,120,0
jurkat::TERF2+ctrl,jurkat,TERF2+ctrl,3,180,180,0
jurkat::THAP11+ctrl,jurkat,THAP11+ctrl,3,287,287,0
jurkat::THOC6+ctrl,jurkat,THOC6+ctrl,2,174,174,0
jurkat::THOC7+ctrl,jurkat,THOC7+ctrl,3,451,451,0
jurkat::TIMM13+ctrl,jurkat,TIMM13+ctrl,3,342,342,0
jurkat::TIMM23B+ctrl,jurkat,TIMM23B+ctrl,3,1083,1083,0
jurkat::TIMM44+ctrl,jurkat,TIMM44+ctrl,3,132,132,0
jurkat::TMX2+ctrl,jurkat,TMX2+ctrl,3,299,299,0
jurkat::TOMM22+ctrl,jurkat,TOMM22+ctrl,3,258,258,0
jurkat::TOP1+ctrl,jurkat,TOP1+ctrl,3,156,156,0
jurkat::TPR+ctrl,jurkat,TPR+ctrl,3,249,249,0
jurkat::TRA2B+ctrl,jurkat,TRA2B+ctrl,3,257,257,0
jurkat::TRMT5+ctrl,jurkat,TRMT5+ctrl,3,189,189,0
jurkat::TRMT10C+ctrl,jurkat,TRMT10C+ctrl,1,67,67,0
jurkat::TRMT112+ctrl,jurkat,TRMT112+ctrl,3,268,268,0
jurkat::TSEN2+ctrl,jurkat,TSEN2+ctrl,3,309,309,0
jurkat::TSG101+ctrl,jurkat,TSG101+ctrl,2,137,137,0
jurkat::TSR1+ctrl,jurkat,TSR1+ctrl,3,404,404,0
jurkat::TTI1+ctrl,jurkat,TTI1+ctrl,3,263,263,0
jurkat::TXNL4A+ctrl,jurkat,TXNL4A+ctrl,2,89,89,0
jurkat::U2AF1+ctrl,jurkat,U2AF1+ctrl,2,224,224,0
jurkat::U2SURP+ctrl,jurkat,U2SURP+ctrl,3,350,350,0
jurkat::UBA3+ctrl,jurkat,UBA3+ctrl,2,153,153,0
jurkat::UBA52+ctrl,jurkat,UBA52+ctrl,3,232,232,0
jurkat::UBAP1+ctrl,jurkat,UBAP1+ctrl,3,168,168,0
jurkat::UBL5+ctrl,jurkat,UBL5+ctrl,3,390,390,0
jurkat::UBQLN4+ctrl,jurkat,UBQLN4+ctrl,3,260,260,0
jurkat::UFM1+ctrl,jurkat,UFM1+ctrl,3,194,194,0
jurkat::UPF2+ctrl,jurkat,UPF2+ctrl,3,271,271,0
jurkat::UQCRB+ctrl,jurkat,UQCRB+ctrl,2,191,191,0
jurkat::UQCRFS1+ctrl,jurkat,UQCRFS1+ctrl,2,141,141,0
jurkat::UQCRQ+ctrl,jurkat,UQCRQ+ctrl,2,211,211,0
jurkat::USP36+ctrl,jurkat,USP36+ctrl,1,151,151,0
jurkat::USPL1+ctrl,jurkat,USPL1+ctrl,2,132,132,0
jurkat::UTP20+ctrl,jurkat,UTP20+ctrl,3,206,206,0
jurkat::UTP23+ctrl,jurkat,UTP23+ctrl,3,296,296,0
jurkat::UXT+ctrl,jurkat,UXT+ctrl,3,310,310,0
jurkat::WAC+ctrl,jurkat,WAC+ctrl,3,208,208,0
jurkat::WDHD1+ctrl,jurkat,WDHD1+ctrl,3,270,270,0
jurkat::WDR12+ctrl,jurkat,WDR12+ctrl,3,323,323,0
jurkat::WDR33+ctrl,jurkat,WDR33+ctrl,3,157,157,0
jurkat::WDR61+ctrl,jurkat,WDR61+ctrl,2,157,157,0
jurkat::WDR82+ctrl,jurkat,WDR82+ctrl,1,86,86,0
jurkat::XRCC5+ctrl,jurkat,XRCC5+ctrl,3,171,171,0
jurkat::XRN2+ctrl,jurkat,XRN2+ctrl,2,89,89,0
jurkat::YEATS2+ctrl,jurkat,YEATS2+ctrl,3,343,343,0
jurkat::ZBTB17+ctrl,jurkat,ZBTB17+ctrl,3,566,566,0
jurkat::ZC3H18+ctrl,jurkat,ZC3H18+ctrl,2,82,82,0
jurkat::ZCRB1+ctrl,jurkat,ZCRB1+ctrl,3,249,249,0
jurkat::ZFC3H1+ctrl,jurkat,ZFC3H1+ctrl,3,223,223,0
jurkat::ZMAT2+ctrl,jurkat,ZMAT2+ctrl,3,686,686,0
jurkat::ZMAT5+ctrl,jurkat,ZMAT5+ctrl,3,177,177,0
jurkat::ZNF236+ctrl,jurkat,ZNF236+ctrl,3,382,382,0
jurkat::ZNHIT6+ctrl,jurkat,ZNHIT6+ctrl,2,164,164,0
