cell_line,drug_dose,drug,plate,n_full_cells,matched_control_cells,split,maximum_cells_to_extract
CVCL_0359,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,2775,6002,train,128
CVCL_0359,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,2154,6387,train,128
CVCL_0359,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,2551,6002,train,128
CVCL_0359,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,2978,4026,train,128
CVCL_0359,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,3775,4858,train,128
CVCL_0359,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,4776,4026,train,128
CVCL_0359,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,3747,6387,train,128
CVCL_0359,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,3473,6002,train,128
CVCL_0359,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,3322,4445,train,128
CVCL_0359,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,2998,6387,train,128
CVCL_0359,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,2888,4858,train,128
CVCL_0359,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,4184,4026,train,128
CVCL_0359,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,2968,4858,train,128
CVCL_0359,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,3440,6387,train,128
CVCL_0359,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,2694,6387,train,128
CVCL_0359,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,2728,4230,train,128
CVCL_0359,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,3867,6002,train,128
CVCL_0359,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,2873,4858,train,128
CVCL_0359,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,2428,4858,train,128
CVCL_0359,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,2519,2881,train,128
CVCL_0359,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,3741,6005,train,128
CVCL_0359,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,3113,6002,train,128
CVCL_0359,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,2623,4230,train,128
CVCL_0359,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,2732,6387,train,128
CVCL_0359,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,3843,6002,train,128
CVCL_0359,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,2585,6387,train,128
CVCL_0359,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,3497,6002,train,128
CVCL_0359,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,3316,6002,train,128
CVCL_0359,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate6,2781,6002,train,128
CVCL_0359,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,2419,4230,train,128
CVCL_0359,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,2847,4230,train,128
CVCL_0359,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,2294,6002,train,128
CVCL_0359,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,2877,2881,train,128
CVCL_0359,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,2565,2416,train,128
CVCL_0359,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,2418,6002,train,128
CVCL_0359,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,2770,6387,train,128
CVCL_0359,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,2757,6387,train,128
CVCL_0359,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,5089,4026,train,128
CVCL_0359,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,3545,6387,train,128
CVCL_0359,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,2586,6387,train,128
CVCL_0366,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,1749,2802,train,128
CVCL_0366,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,1976,5016,train,128
CVCL_0366,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,1915,3823,train,128
CVCL_0366,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate2,2802,5016,train,128
CVCL_0366,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,1970,3823,train,128
CVCL_0366,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate2,1869,5016,train,128
CVCL_0366,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate3,1483,2029,train,128
CVCL_0366,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,2491,2333,train,128
CVCL_0366,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,3161,5016,train,128
CVCL_0366,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,1605,2802,train,128
CVCL_0366,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,2170,3900,train,128
CVCL_0366,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,1834,2333,train,128
CVCL_0366,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,1989,1987,train,128
CVCL_0366,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,1949,3823,train,128
CVCL_0366,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,3163,1987,train,128
CVCL_0366,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,2540,3823,train,128
CVCL_0366,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,1824,3823,train,128
CVCL_0366,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,2264,2333,train,128
CVCL_0366,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,1891,3823,train,128
CVCL_0366,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,2437,3823,train,128
CVCL_0366,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,1471,3175,train,128
CVCL_0366,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,2424,1987,train,128
CVCL_0366,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,2980,1987,train,128
CVCL_0366,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,2408,1987,train,128
CVCL_0366,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,3218,1987,train,128
CVCL_0366,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,1981,5016,train,128
CVCL_0366,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,2024,1152,train,128
CVCL_0366,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate5,1844,3900,train,128
CVCL_0366,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,1926,1987,train,128
CVCL_0366,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,1804,2802,train,128
CVCL_0366,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,2887,3823,train,128
CVCL_0366,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,1772,3823,train,128
CVCL_0366,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,2044,1987,train,128
CVCL_0366,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,1739,3823,train,128
CVCL_0366,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,2169,5016,train,128
CVCL_0366,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,2256,5016,train,128
CVCL_0366,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,2660,2029,train,128
CVCL_0366,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,2049,2333,train,128
CVCL_0366,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,1748,2333,train,128
CVCL_0366,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,1523,2333,train,128
CVCL_0366,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,2191,1987,train,128
CVCL_0366,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,2439,5016,train,128
CVCL_0366,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,1793,5016,train,128
CVCL_0366,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,2301,2029,train,128
CVCL_0366,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,1952,1677,train,128
CVCL_0366,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,2654,1987,train,128
CVCL_0366,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,2389,5016,train,128
CVCL_0366,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,3105,1987,train,128
CVCL_0366,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,2373,3900,train,128
CVCL_0366,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,1844,3823,train,128
CVCL_0366,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,3182,1987,train,128
CVCL_0366,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,1747,2802,train,128
CVCL_0366,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,2199,3823,train,128
CVCL_0366,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,2715,1987,train,128
CVCL_0366,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,2789,2922,train,128
CVCL_0366,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,2015,5016,train,128
CVCL_0366,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,1732,2802,train,128
CVCL_0366,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,2012,3823,train,128
CVCL_0366,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,2173,3823,train,128
CVCL_0366,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,1560,1152,train,128
CVCL_0366,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,1729,3823,train,128
CVCL_0366,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,1886,5016,train,128
CVCL_0366,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,1304,3823,train,128
CVCL_0366,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,1760,1987,train,128
CVCL_0366,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,2720,3175,train,128
CVCL_0366,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,3071,1987,train,128
CVCL_0366,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,2952,5016,train,128
CVCL_0366,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,2314,3823,train,128
CVCL_0366,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,1811,2333,train,128
CVCL_0366,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,2113,5016,train,128
CVCL_0366,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,1945,3175,train,128
CVCL_0366,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,2609,1987,train,128
CVCL_0366,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,2140,3175,train,128
CVCL_0366,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,2593,5016,train,128
CVCL_0366,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,2173,5016,train,128
CVCL_0366,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,1890,2802,train,128
CVCL_0366,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,2317,3823,train,128
CVCL_0366,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,2074,3175,train,128
CVCL_0366,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,1875,3175,train,128
CVCL_0366,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,1725,1677,train,128
CVCL_0366,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,2348,3900,train,128
CVCL_0366,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,1636,3823,train,128
CVCL_0366,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,1843,2802,train,128
CVCL_0366,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,1953,5016,train,128
CVCL_0366,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,2560,3823,train,128
CVCL_0366,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,1980,5016,train,128
CVCL_0366,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,1978,3823,train,128
CVCL_0366,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,2171,3823,train,128
CVCL_0366,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate6,1614,3823,train,128
CVCL_0366,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,1656,2802,train,128
CVCL_0366,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,2015,2802,train,128
CVCL_0366,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,1691,3823,train,128
CVCL_0366,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,1874,1677,train,128
CVCL_0366,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,1336,1152,train,128
CVCL_0366,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,1582,3823,train,128
CVCL_0366,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,2071,5016,train,128
CVCL_0366,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,2056,5016,train,128
CVCL_0366,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,3108,1987,train,128
CVCL_0366,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,2792,5016,train,128
CVCL_0366,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,2060,5016,train,128
CVCL_0399,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,2737,5109,train,128
CVCL_0399,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,4313,9330,train,128
CVCL_0399,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,3898,6923,train,128
CVCL_0399,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate2,5426,9330,train,128
CVCL_0399,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,4133,6923,train,128
CVCL_0399,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate2,5075,9330,train,128
CVCL_0399,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate3,2828,2592,train,128
CVCL_0399,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,5149,5092,train,128
CVCL_0399,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,5789,9330,train,128
CVCL_0399,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,3123,5109,train,128
CVCL_0399,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,3563,5951,train,128
CVCL_0399,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,2711,5092,train,128
CVCL_0399,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,3418,4512,train,128
CVCL_0399,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,3685,6923,train,128
CVCL_0399,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,4472,4512,train,128
CVCL_0399,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,4709,6923,train,128
CVCL_0399,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,3861,6923,train,128
CVCL_0399,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,3873,5092,train,128
CVCL_0399,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,3811,6923,train,128
CVCL_0399,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,5728,6923,train,128
CVCL_0399,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,2307,4829,train,128
CVCL_0399,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,3564,4512,train,128
CVCL_0399,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,3846,4512,train,128
CVCL_0399,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,3796,4512,train,128
CVCL_0399,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,5173,4512,train,128
CVCL_0399,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,4731,9330,train,128
CVCL_0399,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,3524,3231,train,128
CVCL_0399,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate5,2677,5951,train,128
CVCL_0399,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,3524,4512,train,128
CVCL_0399,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,3978,5109,train,128
CVCL_0399,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,5501,6923,train,128
CVCL_0399,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,3583,6923,train,128
CVCL_0399,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,3677,4512,train,128
CVCL_0399,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,3796,6923,train,128
CVCL_0399,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,4225,9330,train,128
CVCL_0399,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,4775,9330,train,128
CVCL_0399,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,3763,2592,train,128
CVCL_0399,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,3636,5092,train,128
CVCL_0399,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,3330,5092,train,128
CVCL_0399,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,3007,5092,train,128
CVCL_0399,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,3728,4512,train,128
CVCL_0399,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,4714,9330,train,128
CVCL_0399,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,3616,9330,train,128
CVCL_0399,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,3670,2592,train,128
CVCL_0399,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,2978,3002,train,128
CVCL_0399,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,3695,4512,train,128
CVCL_0399,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,6441,9330,train,128
CVCL_0399,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,4643,4512,train,128
CVCL_0399,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,3322,5951,train,128
CVCL_0399,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,3899,6923,train,128
CVCL_0399,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,4920,4512,train,128
CVCL_0399,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,3501,5109,train,128
CVCL_0399,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,4172,6923,train,128
CVCL_0399,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,4504,4512,train,128
CVCL_0399,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,6996,7271,train,128
CVCL_0399,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,6356,9330,train,128
CVCL_0399,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,3582,5109,train,128
CVCL_0399,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,4100,6923,train,128
CVCL_0399,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,4492,6923,train,128
CVCL_0399,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,3621,3231,train,128
CVCL_0399,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,3093,6923,train,128
CVCL_0399,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,6106,9330,train,128
CVCL_0399,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,3203,6923,train,128
CVCL_0399,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,3145,4512,train,128
CVCL_0399,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,3828,4829,train,128
CVCL_0399,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,4294,4512,train,128
CVCL_0399,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,5206,9330,train,128
CVCL_0399,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,4658,6923,train,128
CVCL_0399,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,3517,5092,train,128
CVCL_0399,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,4384,9330,train,128
CVCL_0399,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,3101,4829,train,128
CVCL_0399,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,3932,4512,train,128
CVCL_0399,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,3377,4829,train,128
CVCL_0399,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,5957,9330,train,128
CVCL_0399,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,5963,9330,train,128
CVCL_0399,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,3376,5109,train,128
CVCL_0399,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,4848,6923,train,128
CVCL_0399,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,3359,4829,train,128
CVCL_0399,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,3269,4829,train,128
CVCL_0399,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,2989,3002,train,128
CVCL_0399,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,3635,5951,train,128
CVCL_0399,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,3529,6923,train,128
CVCL_0399,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,3720,5109,train,128
CVCL_0399,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,4836,9330,train,128
CVCL_0399,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,5074,6923,train,128
CVCL_0399,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,5505,9330,train,128
CVCL_0399,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,4424,6923,train,128
CVCL_0399,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,3914,6923,train,128
CVCL_0399,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate14,4010,3510,train,128
CVCL_0399,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,3224,5109,train,128
CVCL_0399,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,3549,5109,train,128
CVCL_0399,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,3532,6923,train,128
CVCL_0399,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,2889,3002,train,128
CVCL_0399,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,3072,3231,train,128
CVCL_0399,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,3724,6923,train,128
CVCL_0399,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,4507,9330,train,128
CVCL_0399,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,5383,9330,train,128
CVCL_0399,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,4603,4512,train,128
CVCL_0399,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,7683,9330,train,128
CVCL_0399,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,5949,9330,train,128
CVCL_0428,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,1260,2437,train,128
CVCL_0428,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,1598,2972,train,128
CVCL_0428,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,1482,3208,train,128
CVCL_0428,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate13,5354,4488,train,128
CVCL_0428,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,1704,3208,train,128
CVCL_0428,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate8,4363,7909,train,128
CVCL_0428,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate13,2711,4488,train,128
CVCL_0428,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,5911,7909,train,128
CVCL_0428,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,1791,2972,train,128
CVCL_0428,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,1265,2437,train,128
CVCL_0428,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,1439,3078,train,128
CVCL_0428,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,4281,7909,train,128
