name,wos_name,field,track,track_cn,verdict_a,verdict_b,verdict_a_cn,verdict_b_cn,cas_note,publishes,a_ask,b_ask,a_why,b_why,we_have,we_lack,b_have,b_lack,source_opened,profile_origin,official_scope_verified,care_a,care_b
IEEE Transactions on Knowledge and Data Engineering,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Knowledge and Data Engineering 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Knowledge and Data Engineering：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Learning Technologies,IEEE Transactions on Learning Technologies,CS_IA,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Learning Technologies 出现在本次打开的完整名单里，学科来源：计算机科学跨学科应用。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Learning Technologies：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学跨学科应用 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Medical Imaging,IEEE TRANSACTIONS ON MEDICAL IMAGING,CS_IA,imaging,生物医学成像,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Medical Imaging 出现在本次打开的完整名单里，学科来源：计算机科学跨学科应用。按刊名和栏目，它日常刊登的是生物医学成像：光学、磁共振或医学影像。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Medical Imaging：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学跨学科应用 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,2","0,0,0,0,0,0,0,2"
IEEE Transactions on Nanobioscience,IEEE TRANSACTIONS ON NANOBIOSCIENCE,BRM,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Nanobioscience 出现在本次打开的完整名单里，学科来源：生化研究方法。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Nanobioscience：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生化研究方法 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Neural Networks and Learning Systems,IEEE Transactions on Neural Networks and Learning Systems,CS_AI,ml,机器学习,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Neural Networks and Learning Systems 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是机器学习：新的学习算法或理论。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Neural Networks and Learning Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IET Biometrics,IET Biometrics,CS_AI,biostats,生物统计,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IET Biometrics 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是生物统计：新的统计估计、检验或试验设计。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IET Biometrics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IET Computer Vision,IET Computer Vision,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IET Computer Vision 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IET Computer Vision：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IET Image Processing,IET Image Processing,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IET Image Processing 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IET Image Processing：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IET Nanobiotechnology,IET Nanobiotechnology,BRM,biotech_industrial,工业生物技术,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IET Nanobiotechnology 出现在本次打开的完整名单里，学科来源：生化研究方法。按刊名和栏目，它日常刊登的是工业生物技术：发酵、酶工程、生物燃料或菌种改造。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IET Nanobiotechnology：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生化研究方法 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IET Systems Biology,IET Systems Biology,MCB,systems,系统生物学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IET Systems Biology 出现在本次打开的完整名单里，学科来源：数学与计算生物学。按刊名和栏目，它日常刊登的是系统生物学：网络、通路或细胞决策的机制模型。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IET Systems Biology：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 数学与计算生物学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
